toi,tid,type,Mid,Period,Duartion,Depth,Radius,Mag,st_rad
2320.01,207501148,PC,2459007.727,,4.4875335,4111.223483,18,9.85317,1.23623
2321.01,138126035,PC,2458954.324,716.3497402,3.612,867,2.90826,9.84325,0.97
2322.01,300812741,PC,2460028.469,20.2255915,2.091,558,1.64327,10.0534,0.7
2323.01,293527670,PC,2459086.61,0.98656,0.724,390,3.78687,10.3338,1.64
2324.01,69819610,PC,2459084.8,1.0371,2.856,290,2.49221,9.14425,1.5
2325.01,152800085,PC,2459083.395,4.26991,1.509,2240,8.95578,9.5103,1.62
2326.01,175456679,PC,2459059.033,42.91305,5.733,3220,,9.456,
2327.01,177308364,PC,2459969.546,82.7897087,5.283,850,2.48488,9.4088,0.96
2328.01,394287035,PC,2459356.608,17.1019622,3.357,11430,10.1067,11.584,0.93
2329.01,238920875,PC,2459358.544,6.5346715,3.304,6370,10.7773,11.7944,1.33
233.01,415969908,PC,2458365.261,11.6700392,2.0889054,2863.255554,2.017826,11.3018,0.380272
2331.01,168751223,PC,2459167.335,4.7150942,2.436,7460,7.48939,13.3666,0.57
2332.01,286000547,PC,2459273.759,7.4972297,3.589,14480,11.9137,12.2015,1
2333.01,358579111,PC,2459169.298,14.2197641,6.416,2390,8.78678,12.3462,1.83
2334.01,200743403,PC,2459169.124,7.9980831,3.047,3960,10.9403,12.1385,1.7
2335.01,160003961,PC,2459169.503,1.4492052,1.104,1200,6.15666,12.1323,1.12
2336.01,88902249,PC,2459359.048,7.7119328,3.994,3430,10.9933,10.1757,1.83
2337.01,230001847,PC,2459769.981,2.994263,6.9172309,1120.649236,11.5655979,11.2347,3.22859
2338.01,24358417,PC,2459183.681,22.6539607,3.468,11530,12.2765,11.7024,1.12
2339.01,279514271,PC,2459377.978,9.7728388,6.74,1330,8.8917,11.9507,2.44
234.01,12423815,PC,2458356.088,2.8392809,1.5658959,35948.02833,11.1582057,14.6253,0.54933
2341.01,100267480,PC,2458681.751,0.87741,0.472,12050,8.59148,12.722,0.62
2342.01,100589632,PC,2459221.102,3.9471567,1.699,1880,3.86968,11.1581,0.84
2343.01,166834768,PC,2459169.677,3.2553185,2.061,1920,6.72917,12.2539,1.25
2344.01,311179742,PC,2459380.743,8.3129806,4.171,2680,10.7065,12.2766,2.03
2345.01,91555165,PC,2459116.732,1.0526157,1.5288415,358.5076064,1.4203085,10.3759,0.758575
2346.01,317483660,PC,2459224.056,3.3311975,3.705,12390,14.877,11.5584,1.33
2348.01,317019074,PC,2459225.44,1.2043785,1.047,1170,4.985,11.6884,1.38
235.01,280095254,PC,2458357.283,10.0902673,1.749928,2509.936283,,9.4688,
2350.01,47601197,PC,2458476.589,8.6251769,2.704,1690,7.55444,10.6477,1.08
2352.01,32925763,PC,2459226.28,1.6804461,1.099,2020,5.37039,11.0863,1.04
2353.01,177079323,PC,2459384.256,5.7518756,2.366,810,5.63435,11.895,1.98
2354.01,219766989,PC,2459332.153,0.5109902,0.709,2720,9.54792,11.9951,1.53
2355.01,124515764,PC,2459332.175,1.2709769,2.335,1400,4.10761,11.7959,1.17
2356.01,30947715,PC,2458489.405,3.66275,3.096,970,3.52758,11.7118,1.22
2357.01,124206468,PC,2459329.732,7.0924883,2.869,5540,12.2608,11.4586,1.58
2358.01,124095888,PC,2459331.196,1.1258127,0.374,1440,13.1558,11.5137,1.24
2359.01,436102447,PC,2458486.393,5.1858,7.191,4550,18.5118,11.0331,2.7
2360.01,31656385,PC,2459073.996,22.84518,7.215,9210,15.1752,11.9961,1.57
2361.01,204671232,PC,2458595.209,8.71546,3.934,12010,12.1387,11.9196,1.06
2362.01,302924206,PC,2459137.085,6.9444047,2.085,4500,10.1119,12.3715,1.42
2363.01,445456888,PC,2459990.19,5.5436298,3.879,5400,13.5659,12.1046,1.81
2364.01,39414571,PC,2459227.044,4.0197555,2.688,9750,9.57594,11.5521,0.94
2365.01,344085117,PC,2459962.922,0.659752,0.367,1311,6.07841,11.9732,1.25
2366.01,39218269,PC,2459224.967,17.1869882,3.845,3130,12.9307,11.8402,2.05
2367.01,441159680,PC,2459084.787,5.74984,3.734,17690,14.4892,12.3193,1.08
2368.01,401125028,PC,2459297.196,5.1750108,1.715,13300,10.7741,11.6955,0.89
2369.01,220068921,PC,2458489.438,3.36376,3.418,7030,10.7493,12.1227,1.27
2370.01,347357977,PC,2459262.512,12.6826724,3.827,2490,5.24953,11.4878,1.04
2371.01,432132155,PC,2459275.495,4.8984239,3.752,9930,12.907,12.2036,1.29
2373.01,332558858,PC,2459168.507,13.3368173,4.384,8210,11.2448,12.5882,1.2
2374.01,439366538,PC,2458326.555,4.31362,1.709,9490,8.01917,11.2057,0.8
2375.01,164150537,PC,2459850.541,6.1600755,1.808,18930,17.7265,12.6389,1.19
2376.01,326522874,PC,2459091.162,3.1825049,2.2888727,3993.212091,8.9001756,12.7119,1.3954
2378.01,231063955,PC,2459090.746,3.497278,2.1683364,17354.7453,11.4931223,13.3921,0.80797
2379.01,201177276,PC,2459062.464,5.4694164,1.8218501,31871.44416,11.4533098,13.6521,0.638902
238.01,9006668,PC,2458354.665,1.2730996,1.6241559,378.7051286,1.8615822,9.926601,0.766028
2381.01,39080923,PC,2459039.752,5.0450365,1.8477691,14390.58863,16.7060661,12.3643,1.16636
2382.01,2760219,PC,2459089.607,4.6610367,2.1064788,4876.176465,12.1721875,11.4408,1.52373
2384.01,382602147,PC,2459062.342,2.1356844,1.8893368,28827.49455,11.4989584,13.3147,0.666652
2385.01,231850364,PC,2459063.976,3.1580768,2.3429867,16514.39134,13.0802564,13.5445,1.02417
2387.01,237885040,PC,2459063.229,5.6601098,1.5377473,8427.677888,12.3816484,11.8933,1.1873699
2388.01,382625239,PC,2459199.15,1.3406837,2.106,40,,8.115,
2389.01,89544985,PC,2459089.052,2.3365668,1.7355983,13119.17219,17.4639925,13.3922,0.910484
2390.01,369965258,PC,2459063.929,2.1194575,1.9960996,1820.450318,10.0996695,11.3641,1.99761
2391.01,299897516,PC,2459064.338,7.8368994,6.8111608,14317.04095,21.2969016,12.937,1.75826
2392.01,149349867,PC,2460031.15,5.9123826,4.65,411,3.25073,10.3998,1.76
2393.01,231071138,PC,2459128.43,18.84184,3.184,5970,9.05304,12.0585,1.1
2394.01,144297844,PC,2459576.379,3.4977868,2.236,1790,3.47575,11.9522,0.81
2395.01,144124187,PC,2459573.96,15.7373186,3.993,10720,12.2054,11.7622,1.14
2396.01,333734769,PC,2459303.511,1.5099302,1.329,2230,8.891,11.4944,1.76
2397.01,306337838,PC,2459136.967,6.00327,3.947,4920,7.59354,12.0749,1.06
2398.01,322807675,PC,2459285.441,19.4061437,1.961,11150,8.75357,11.6701,0.82
2399.01,219701535,PC,2459302.318,5.4681892,1.814,4290,11.2463,11.738,1.61
240.01,101948569,PC,2458360.114,19.4711018,3.5004013,1786.195423,2.978845,10.7011,0.702945
2400.01,260849386,PC,2458568.222,1.0339,1.404,520,5.37338,10.7961,2.28
2401.01,11521555,PC,2460012.074,5.8681984,3.651,2639,18.1157,9.0982,3.1
2402.01,1525480,PC,2459276.117,5.5094951,2.892,7700,8.55825,12.2668,0.97
2404.01,142087638,PC,2459384.852,20.3627006,4.5261776,1128.317311,4.058637,11.1464,1.18003
2405.01,231297123,PC,2459117.318,1.9794007,1.5055005,2120.696662,3.4540074,12.5515,0.756551
2406.01,212957629,PC,2459475.946,3.0766828,1.2603993,18996.40797,2.7785955,14.3109,0.1966
2407.01,153078576,PC,2459116.621,2.7029187,1.6998642,5132.678283,3.7942392,12.5264,0.524573
2408.01,67630845,PC,2459128.296,9.4636148,3.061,5050,5.45543,11.9205,0.75
2409.01,321068176,PC,2459121.066,12.9696927,1.1129072,4085.684538,6.1709882,11.2711,0.972753
2411.01,10837041,PC,2459116.013,0.782765,1.2621481,519.1912192,1.7472713,10.4238,0.727642
2415.01,161223358,PC,2459062.026,0.5153007,1.0552261,40045.97791,12.4285567,14.9333,0.617346
2416.01,237922465,PC,2459352.544,8.2754608,3.755,6510,11.5451,12.4333,1.39
2417.01,49617263,PC,2459139.297,4.83266,2.308,830,4.9031,10.2589,1.83
2418.01,65347776,PC,2459133.371,25.86696,4.923,2240,7.41184,10.9166,0.8
2419.01,358248442,PC,2459150.183,18.9083552,6.2115147,1130.603701,4.6165845,10.4354,1.3542
2420.01,268532343,PC,2459136.267,5.84259,3.747,2670,11.8252,10.8285,2.2
2421.01,70524163,PC,2459139.619,4.3474,4.684,3520,10.753,10.6918,1.79
2423.01,197807043,PC,2459097.062,,4.208,12640,14.2836,9.5137,1.1
2424.01,313891529,PC,2459092.274,12.3750537,6.6166181,4155.610483,17.1909846,10.2845,2.36235
2425.01,248387177,PC,2459436.98,50.6939885,4.068,11200,8.48837,11.2415,0.78
2426.01,97486178,PC,2459168.009,4.08165,2.691,460,2.38239,9.97008,1.02
2427.01,142937186,PC,2459169.62,1.30613,0.634,560,1.99844,9.0138,0.68
2429.01,420051632,PC,2458410.991,7.0846226,3.3031143,680.7020559,2.5663216,9.4752,0.842833
2430.01,23170835,PC,2459168.876,1.10071,0.909,680,4.67495,10.3682,1.59
2431.01,258804746,PC,2459498.172,0.224195,0.292,540,5.59553,9.5209,0.68
2432.01,347553438,PC,2459168.252,1.82738,1.491,870,8.96794,10.1849,2.89
2433.01,405763009,PC,2458746.356,,2.8686583,3377.160259,1.8103101,12.0349,0.308919
2435.01,298164705,PC,2458743.374,,5.0482027,1840.119678,3.7761104,10.5142,0.874994
2436.01,154568734,PC,2458722.394,,8.7302689,367.8233419,2.4101533,8.55595,1.2336
2437.01,251094370,PC,2459147.886,5.1660127,3.01966,1263.532631,4.1062551,11.2571,1.11457
2439.01,274194927,PC,2459152.817,14.3614789,4.0964994,2859.757771,5.0510341,11.2212,0.946146
244.01,118327550,PC,2458357.365,7.3971935,1.1521779,1016.255947,1.3122343,10.3475,0.407103
2440.01,129839175,PC,2459144.978,0.6461571,1.1963822,6290.621139,15.3572514,11.0529,1.14951
2441.01,219175972,PC,2458335.501,12.8900768,2.1970213,3860.750052,2.9203571,12.8332,0.46769
2443.01,318753380,PC,2459148.099,15.6692322,4.562853,1393.38148,2.6868893,8.2969,0.732115
2444.01,29959760,PC,2459145.041,1.6473887,1.3242991,32325.76853,15.7358835,13.6732,0.594044
2445.01,439867639,PC,2458411.217,0.3711334,0.4918187,2322.621815,1.4062147,13.1292,0.272233
2446.01,142868621,PC,2458418.915,18.685862,5.4844,1215.952989,4.2075538,10.208,0.987496
2447.01,1167538,PC,2459168.989,,8.291,8735,10.2185,10.0127,1.04
2448.01,231721005,PC,2460121.423,9.0182016,3.08,492,3.54998,10.0039,1.78
2449.01,170729775,PC,2459186.902,16.6542431,7.792,10168,11.9082,9.8999,1.08
245.01,154618248,PC,2458361.551,8.7709212,1.2351076,1376.095713,5.54104,8.5509,1.42
248.01,201793781,PC,2458354.836,5.9911124,3.440027,421.2591427,2.3780113,8.4642,1.12148
249.01,179985715,PC,2458359.539,6.6153835,2.190148,1362.470284,2.2833563,11.2738,0.603418
253.01,322063810,PC,2458355.619,3.5104938,2.1661051,311.9616801,1.3353932,9.3626,0.639371
260.01,37749396,PC,2458392.294,13.4758499,1.8799705,702.0161836,1.6801718,8.4991,0.618173
261.01,63898957,PC,2458383.916,3.3639254,3.3430495,422.0610761,3.0449863,9.03971,1.28018
263.01,120916706,PC,2459116.148,0.5568095,0.9712066,45140.53504,9.6870229,15.6198,0.439738
266.01,164767175,PC,2458382.334,10.7510107,2.943424,638.0928566,2.3581827,9.45661,0.918917
266.02,164767175,PC,2458392.105,6.19132,3.4164,345.240264,1.759371,9.45661,0.929557
268.01,219253008,PC,2458385.127,5.066175,6.2992409,1350,7.69012,10.0733,2.17
269.01,220479565,PC,2458381.845,3.6977238,0.918813,4687.98391,2.916888,12.2958,0.397924
271.01,259511357,PC,2458382.231,2.4759733,1.0466923,386.7493472,2.8062638,8.4332,1.33012
274.01,281979481,PC,2459362.157,0.5417947,1.1716379,537.9244902,2.8738733,10.4929,0.807298
277.01,439456714,PC,2458385.036,3.9934418,1.9693065,5801.895716,4.2556645,11.7315,0.523113
279.01,122613513,PC,2459168.43,11.4707838,3.698,1575,1.86599,10.5012,0.73
280.01,42054565,PC,2458383.489,10.1843061,1.7293131,839.9896915,2.4497061,9.9955,0.782681
281.01,38696105,PC,2459385.658,5.5765284,2.28,570,4.28325,10.5041,1.52
282.01,29781292,PC,2460017.318,56.0019997,6.814,195,1.74497,8.9387,1.41
282.03,29781292,PC,2458355.657,84.2590926,10.0064967,434.5193723,3.0016732,8.9387,1.41189
283.01,382626661,PC,2459954.29,17.6175468,3.716,685,1.96821,9.6768,0.81
285.01,220459976,PC,2458361.664,32.332528,3.459632,2425.505189,3.028709,12.1677,0.615038
286.01,150030205,PC,2460033.253,4.5117313,1.704,315,1.43823,9.1059,0.79
286.02,150030205,PC,2459997.574,39.3617061,4.337,556,1.72925,9.1059,0.79
287.01,2758565,PC,2458356.031,3.781812,2.0119422,15538.91954,20.4146503,12.3611,1.17009
288.01,47316976,PC,2458364.464,711.7446522,6.794193,1532.130365,8.9906414,8.97174,2.02087
289.01,201292545,PC,2458326.646,,6.463,5520,16.0647,11.4483,1.69
291.01,49710555,PC,2459109.092,12.08837,3.106,5990,18.1866,12.3035,1.34
292.01,180285396,PC,2458363.146,10.3692426,2.5076027,15098.66588,9.5224246,13.2806,0.789514
296.01,382463648,PC,2458355.53,25.2584,3.48,9380,9.01035,13.1066,0.95
297.01,115242351,PC,2458358.773,5.67116,1.783,5840,9.45482,13.1099,1.09
299.01,156075294,PC,2458354.696,5.7216199,3.6354066,5422.342806,8.8511673,12.3012,1.19313
301.01,144301052,PC,2459109.48,3.74405,2.919,1750,7.18171,12.0684,1.7
302.01,229111835,PC,2458356.682,6.70145,1.579,10940,8.15246,12.9317,0.74
305.01,102030574,PC,2458364.101,9.94915,3.968,22920,24.5989,12.3294,1.65
307.01,9100874,PC,2459091.687,6.16679,2.163,7820,24.0503,13.1198,1.28
309.01,228507250,PC,2458360.011,6.15736,2.155,12940,,12.4154,
310.01,175477257,PC,2458356.588,4.26956,3.575,7660,11.9375,12.4191,1.3
312.01,180145006,PC,2458357.546,3.5413787,2.2737223,4832.166663,10.2854319,12.2607,1.28259
314.01,316769613,PC,2458355.595,10.18108,3.674,1190,2.66019,11.1741,0.78
317.01,402319411,PC,2459449.442,3.3262835,2.9480118,25382.62792,15.1371974,12.9238,0.947585
318.01,206352378,PC,2458327.332,3.7462433,2.1512315,19428.8373,11.8924474,13.2316,0.775888
322.01,198077394,PC,2459177.74,3.9905688,3.6253633,3344.332085,17.0856829,10.7074,2.76442
323.01,251852984,PC,2458355.575,2.7723915,1.8223369,5882.019435,5.8438253,13.3547,0.775641
324.01,156002449,PC,2458357.727,5.2850206,4.741071,26595.83195,21.1077461,13.4081,1.27295
325.01,66413476,PC,2458357.721,4.36907,1.308,3970,5.94716,12.004,0.9
327.01,206669860,PC,2458362.96,10.055256,3.3709762,12862.90724,20.9848967,13.4573,1.31971
328.01,139357541,PC,2458355.807,4.47894,1.311,6430,14.7425,12.7703,1.2
329.01,169765334,PC,2459090.796,5.7043301,4.3193562,910.0349254,5.3548494,10.6929,1.61148
330.01,27966179,PC,2458355.692,4.2795548,2.403564,17490.80035,9.1235867,12.8696,0.703041
331.01,262531275,PC,2459141.055,2.4843369,1.154,4450,8.59746,13.0261,1.76
332.01,139285832,PC,2459062.447,0.77685,1.43,830,3.28324,11.5273,0.96
333.01,224245334,PC,2458355.558,3.79069,2.661,1200,3.9785,11.5166,1.13
340.01,80439101,PC,2458361.058,7.42229,6.432,44930,,12.6435,
341.01,33911302,PC,2458355.751,1.81383,1.113,13170,11.581,13.3302,0.94
343.01,66497310,PC,2459112.513,1.75807,1.292,1967,5.77485,12.4115,1.2
344.01,13023378,PC,2458358.257,6.0668533,3.0824141,7290.420763,9.4323743,11.9221,1.0794
345.01,308208458,PC,2458362.157,11.2187718,3.2691437,11434.65207,9.6130147,13.5263,0.903365
346.01,118327533,PC,2458354.792,8.28154,2.317,14010,30.0184,12.7291,1.35
347.01,224271611,PC,2458355.186,4.04003,0.196,832,12.106,11.2043,1.48
348.01,70785910,PC,2459112.361,0.49346,1.79,1660,6.07416,12.2494,1.51
353.01,100099031,PC,2459088.398,1.2979434,2.4251926,10596.06959,39.1529228,13.4735,2.63993
354.01,100097716,PC,2459140.431,3.0002084,1.7,8545,25.2021,11.3534,1.41
355.01,183593642,PC,2459088.427,1.0373367,0.8441183,1129.090225,4.6048142,10.9767,1.3164999
356.01,369336146,PC,2458358.038,5.76946,3.566,3830,10.469,13.0524,1.6
357.01,220016044,PC,2459088.39,0.9399664,1.122492,587.9364245,6.6149456,10.3987,2.5465
358.01,321982642,PC,2458356.326,9.1040867,1.8450608,15909.09345,17.6003854,12.8895,1.20905
359.01,80432617,PC,2458360.674,16.45209,6.461,3320,8.62362,12.3409,1.85
360.01,13023738,PC,2459104.872,8.0635,3.396,5180,24.3071,12.2524,1.71
362.01,305048116,PC,2458357.86,7.11686,2.09,4550,7.04524,12.5633,1.03
364.01,47425697,PC,2458354.469,0.49393,0.89,450,3.13247,10.4913,1.33
366.01,251878904,PC,2458354.483,1.7025777,1.8973379,7441.761938,12.2814977,13.5477,1.27966
369.01,175482273,PC,2458354.345,5.4636822,3.1597147,3203.594528,6.2254172,9.1692,1
370.01,251855940,PC,2458354.29,4.0462924,3.0369293,27753.2429,18.266975,13.5134,1.05486
371.01,156016136,PC,2459088.521,3.48139,2.277,4420,6.83771,12.6635,0.91
374.01,183675732,PC,2458356.622,5.4811861,3.7814727,7887.392759,11.4828497,12.9998,1.28194
375.01,280097543,PC,2459369.309,9.4546447,10.1275918,1360.854406,12.0307814,10.4471,3.2739301
376.01,144301273,PC,2459062.451,2.7509915,2.0012169,10585.0734,12.5905341,12.4502,1.0711401
380.01,100014359,PC,2459088.506,0.5045398,1.6513995,19537.84241,18.3768141,13.5029,1
386.01,238059180,PC,2460012.501,5.1119789,1.326,1017,9.86297,10.0139,2.67
406.01,153065527,PC,2458388.567,13.1757294,2.1570272,2479.347714,1.9602373,11.2828,0.388609
411.01,100990000,PC,2458386.189,9.5730706,3.7949677,370.8091141,2.3053058,7.757,1.11672
411.02,100990000,PC,2458385.724,4.040413,3.5274466,143.394396,1.5473747,7.757,1.11672
422.01,117979455,PC,2458438.292,0.6333372,0.6217089,1063.780003,4.4957089,8.96,1.34655
424.01,117979694,PC,2458438.721,0.99114,1.623,760,2.1212,10.5094,0.75
426.01,189013224,PC,2458438.524,1.3205037,2.0155519,469.4537481,2.1611735,9.59689,0.98926
429.01,259592689,PC,2459129.916,,10.283,8988,10.2814,10.1672,0.95
431.01,31374837,PC,2458440.63,12.4610086,3.3195777,2078.142598,3.2809492,8.1705,0.726632
431.02,31374837,PC,2458438.376,0.4900589,1.0123328,291.0399722,1.4741529,8.1705,0.726632
433.01,188989177,PC,2458438.299,1.17409,1.701,3680,49.6799,9.1414,3.67
435.01,44647437,PC,2458411.845,3.352907,2.3906731,4205.196102,5.2933196,12.9383,0.672832
438.01,468880077,PC,2459522.144,5.8123478,1.918,860,2.53963,9.4464,0.8
444.01,179034327,PC,2458417.605,17.9635083,4.4297958,1266.94519,3.2970197,9.0567,0.794471
445.01,14091704,PC,2459199.549,0.7649571,1.094,1900,12.9538,9.1577,1.65
451.01,257605131,PC,2458416.635,16.364873,4.0478302,2075.094412,3.9248322,10.2666,0.856226
454.01,153077621,PC,2458396.138,18.0826084,2.3867987,8002.785566,3.911716,9.441,0.296
457.01,89256802,PC,2458411.561,1.1759834,0.9928338,14881.47961,7.7193559,13.741,0.512881
458.01,64071894,PC,2458414.166,17.5288347,2.1115133,1131.507568,2.8950078,9.6438,0.829519
461.01,4646810,PC,2458416.352,10.9245478,1.8716477,653.537141,1.9015018,8.8723,0.74413
462.01,420049884,PC,2458414.818,4.1075012,3.5180156,914.3099026,4.693677,10.6573,1.30055
470.01,37770169,PC,2458474.495,12.1914558,3.3188127,2625.057074,4.6131319,10.6995,0.840971
475.01,100608026,PC,2458442.487,8.2617663,2.5663307,1418.330899,2.3414536,10.8835,0.6194
476.01,156987351,PC,2459982.991,3.0629874,3.284,6160,14.75,8.8742,2.05
480.01,317548889,PC,2458469.562,6.8659582,3.455761,334.0145589,2.8144915,6.7799,1.5000401
486.01,260708537,PC,2460036.789,1.7447021,0.987,168,0.633718,9.36854,0.43
487.01,31852980,PC,2460034.167,24.3323208,5.223,516,2.727569,9.8542,1.0083
487.02,31852980,PC,2460032.465,7.4144729,3.433,409,,9.8542,
493.01,19025965,PC,2459575.214,5.9444406,2.095,2490,4.14165,11.4479,0.81
494.01,19519368,PC,2459987.55,1.7018818,1.551,570,1.96356,10.0854,0.8
499.01,123702439,PC,2459984.936,8.5334865,2.369,1756,4.14687,10.1374,0.97
500.01,134200185,PC,2458468.393,0.5481551,0.9824851,206.629102,1.295164,9.4022,0.751825
502.01,172193428,PC,2458493.778,2.9412694,1.6223259,2421.369675,8.8335566,10.3773,1.21356
507.01,348538431,PC,2459963.623,0.8994677,1.2066668,58768.35362,17.1200078,13.2304,0.505078
509.01,453211454,PC,2459563.389,9.0588586,3.316,780,2.72745,7.9259,0.96
510.01,238086647,PC,2460011.316,1.3523942,0.512,371,2.82883,8.4633,1.29
512.01,119292328,PC,2458471.218,7.1887332,2.9505752,285.257999,1.5254582,8.9767,0.882675
515.01,366622912,PC,2459552.347,3.1148917,2.3626321,25584.04323,11.9721078,13.7988,0.74956
518.01,264979636,PC,2458495.79,17.87897,2.124101,976.801579,3.618524,10.1432,1.13674
519.01,218795833,PC,2458491.872,1.2652445,1.3178715,108411.4008,12.166393,14.4347,0.355309
520.01,148479278,PC,2458468.652,0.523613,2.3004521,82.9259401,1.4861645,9.3777,1.52949
521.01,27649847,PC,2459575.797,1.5428518,1.146,2090,1.99486,12.4029,0.42
522.01,19451711,PC,2458491.691,0.3978534,1.5901804,45.6908928,1.3542398,7.3645,1.86219
523.01,93125144,PC,2458472.96,9.91102,2.981681,6044.13412,7.705774,9.6833,0.941705
524.01,365690646,PC,2458471.143,12.983175,1.527578,1180.996904,5.933251,10.094,1.67983
525.01,71512186,PC,2458471.008,14.8608019,6.1932625,556.6027212,4.4404093,8.7784,1.62231
526.01,200593988,PC,2458470.849,7.699087,4.380607,8072.469566,6.21451,12.3069,0.45
527.01,148228019,PC,2458470.738,18.0892103,2.5607235,5526.715877,22.2024283,8.2488,1.8368599
530.01,387690507,PC,2459530.544,6.3875842,2.5085304,23725.31648,8.4347889,13.5287,0.544769
532.01,144700903,PC,2458470.576,2.326811,1.669099,8583.056608,5.611109,12.6785,0.606
533.01,309791156,PC,2458332.699,19.5715088,4.2889213,1726.154623,3.9275894,10.9621,0.88568
538.01,237751146,PC,2459203.398,1.669769,2.0105348,10665.55057,4.4985601,14.1477,0.433512
539.01,238004786,PC,2458354.107,0.3096017,0.9843422,248.2485682,1.5232131,10.5958,0.813125
541.01,143271144,PC,2459202.496,1.3534084,1.8466332,18071.08217,18.1129716,14.7117,1.16766
542.01,49771092,PC,2458469.057,1.6318282,1.2668494,14067.41938,11.5558043,14.8067,0.942522
544.01,50618703,PC,2458469.757,1.5483542,1.2030925,926.4111032,2.1601741,9.6504,0.663414
552.01,44737596,PC,2458413.06,2.788654,1.8900186,26339.9058,9.665126,13.8231,0.587106
553.02,161477033,PC,2458419.367,11.9234819,3.2410592,680.8032643,2.2904053,10.0614,0.879477
553.03,161477033,PC,2458416.405,40.8905117,4.4402791,945.1993965,2.7104157,10.0614,0.879477
554.01,407966340,PC,2459514.088,7.0491693,3.6084355,295.2279962,2.8703404,6.4386,1.42717
555.01,170849515,PC,2458438.148,1.9416366,1.9321358,32945.13478,11.7569044,14.857,0.633668
557.01,55488511,PC,2458439.55,3.344904,1.3408349,1399.495057,2.2540532,11.6434,0.573953
558.01,207110080,PC,2459133.407,14.5728985,2.5623497,4464.435989,13.5300683,10.9923,1.76095
559.01,209459275,PC,2459166.186,6.9839072,5.076,10050,12.2398,10.5704,1.21
560.01,101011575,PC,2459982.845,6.3980642,2.004,1656,2.62025,8.5925,0.63
561.03,377064495,PC,2458521.854,16.3573853,3.8710498,503.8384436,2.1562424,9.5273,0.840576
563.01,405454160,PC,2458524.14,731.9380939,3.7406486,3290.070552,6.5656892,10.4397,0.983025
568.01,37575651,PC,2458521.909,9.5971977,2.9439152,600.5813487,,8.2866,
570.01,126733133,PC,2460037.566,1.4687087,0.87,1475,5.20197,10.027,1.31
573.01,296780789,PC,2459257.811,13.5773456,1.7049557,156766.4295,19.8544115,12.519,0.338
575.01,386435344,PC,2459230.891,19.3721051,3.0859149,3219.559465,17.4598301,8.77728,1.88186
579.01,238061845,PC,2460012.884,1.6843068,1.567,912,14.0651,9.6668,4.94
580.01,81419525,PC,2460012.428,1.5498373,2.729,3594,13.3884,9.5518,1.58
581.01,180987952,PC,2460013.351,1.3891689,1.675,696,6.01556,9.5287,1.84
582.01,287474726,PC,2459230.051,3.7442007,3.5004762,803.2627817,18.117379,9.3994,4.23822
583.01,131743355,PC,2460002.878,6.5604227,1.028,4049,11.1988,9.3761,1.72
584.01,74482749,PC,2459281.765,1.2602151,1.7829162,3711.715258,28.2499512,9.1103,2.9098899
586.01,131979339,PC,2459986.476,22.6384642,4.988,4982,28.0326,8.2268,2.42
588.01,130415266,PC,2459981.726,39.4718663,6.147,7000,,7.3123,
589.01,412961700,PC,2459230.346,2.5185745,2.192072,620.3144622,21.1995259,6.725,5.78884
592.01,196286587,PC,2459974.937,10.4137962,3.482,1948,8.3814,10.1985,1.97
594.01,146406806,PC,2459237.954,13.9496586,4.5415691,7901.781192,,10.3979,
596.01,144956678,PC,2459228.947,1.5136003,2.4400695,745.1393405,8.3090193,9.9071,2.93328
598.01,81429971,PC,2459231.295,3.042692,4.9822845,1640.298377,6.1586417,10.1356,1
601.01,141363913,PC,2460009.873,3.477756,1.999,1177,11.3342,9.9223,3.1
603.01,262746281,PC,2459979.979,16.1798045,6.495,2249,7.89958,9.74179,1.63
605.01,181304295,PC,2460010.074,3.3840629,1.578,6449,16.52,10.4349,2.12
607.01,153651591,PC,2459230.769,2.1456324,2.1680096,1438.674695,11.0288578,10.5259,2.80165
611.01,154459165,PC,2459983.665,3.1471655,3.402,1440,5.30134,10.4259,0.79
612.01,284738182,PC,2459987.158,0.9136081,1.099,1368,5.5813,10.1939,1.5
613.01,77527511,PC,2459279.651,0.7784962,0.856,1670,9.22083,9.94921,2.19
615.01,190496853,PC,2460010.014,4.6616079,4.007,11972,19.1536,10.3015,1.7
616.01,145879095,PC,2460035.229,2.8056739,2.299,3350,,9.9794,
618.01,173640199,PC,2459972.604,7.7614672,4.156,3110,7.85756,10.1277,1.43
620.01,296739893,PC,2460006.851,5.0987802,0.905,2254,3.00392,10.2139,0.55
622.01,83092282,PC,2460006.078,6.4025281,3.66,4152,9.42196,8.5615,1.41
628.01,281408474,PC,2458469.235,3.4076,3.69,7500,12.1343,9.65646,1.38
631.01,97158538,PC,2459229.708,2.5950747,0.7921274,665.2502774,5.9382555,8.783341,2.24201
637.01,133334108,PC,2460008.595,2.8579169,3.818,529,,8.9454,
640.01,147977348,PC,2459205.304,5.0037754,3.6527902,6895.108678,19.9303659,10.0367,2.0878501
641.01,49079670,PC,2459202.816,1.8934942,1.2481319,859.967259,3.2236429,9.90377,1.04432
642.01,79292541,PC,2459202.167,2.2785094,2.0371051,1678.48953,12.474139,9.4247,2.62521
644.01,63303499,PC,2459202.296,1.9271328,4.5530077,585.8978628,2.3659,10.194,1.25
646.01,238197709,PC,2459184.759,13.7252522,3.1694157,4945.767934,20.3352568,10.3001,1.86397
